Headlines,Fecha,traduccion
Ferrer obtiene 220 millones de la banca para refinanciar deuda y acometer nuevas compras,2020-08-05,Ferrer obtains 220 million from the bank to refinance debt and undertake new purchases
¿Qué ha pasado con los accionistas de la banca?,2020-08-02,What happened to the shareholders of the bank?
La gran banca recorta 1.400 empleos y cierra 271 sucursales en España en el primer semestre del año,2020-08-02,"Large banking cuts 1,400 jobs and closes 271 branches in Spain in the first half of the year"
"Bolsa: Cellnex, Viscofan, Gamesa e Iberdrola, líderes en 2020",2020-08-01,"Stock Exchange: Cellnex, Viscofan, Gamesa and Iberdrola, leaders in 2020"
¿Cómo han sido los resultados de la gran banca?,2020-08-01,How have the results of the big bank been?
El doble papel de Bankia en el nuevo baile de fusiones,2020-07-31,Bankia's double role in the new merger dance
"El Ibex cae casi un 3% y pierde los 7.000 arrastrado por BBVA, Telefónica y los malos augurios de EEUU",2020-07-30,"The Ibex falls by almost 3% and loses the 7,000 dragged by BBVA, Telefónica and the bad auguries of the United States"
"Bankia, en la línea de salida de las fusiones bancarias",2020-07-30,"Bankia, at the exit line of bank mergers"
El Ibex 35 salva los 7.200 a pesar de la presión de Santander y BBVA,2020-07-29,"Ibex 35 saves 7,200 despite pressure from Santander and BBVA"
El AMB negocia un crédito de 100 millones para inversión municipal,2020-07-28,The AMB negotiates a credit of 100 million for municipal investment
"Cellnex premia a BBVA, BNP Paribas y AZ Capital en su ampliación de capital milmillonaria",2020-07-28,"Cellnex awards BBVA, BNP Paribas and AZ Capital in their billion dollar capital increase"
El Ibex 35 pierde los 7.200 puntos por el castigo al sector turístico,2020-07-27,"Ibex 35 loses 7,200 points for the punishment of the tourism sector"
Los bancos desvelan esta semana el impacto del coronavirus en sus cuentas,2020-07-26,Banks unveil the impact of coronavirus on their accounts this week
Cuál es la estrategia de los Benetton con la ampliación de Cellnex,2020-07-24,What is the Benetton strategy with the expansion of Cellnex?
La inversión en tecnología del sector bancario sigue al alza,2020-07-24,Investment in technology in the banking sector continues to rise
¿Qué dos bancos conceden la mitad de las moratorias por Covid?,2020-07-23,Which two banks grant half of the moratoriums by Covid?
¿Qué accionista da alas a Sabadell en Bolsa?,2020-07-22,Which shareholder gives wings to Sabadell on the Stock Exchange?
Barclays limita a 1.000 millones el coste para la banca por el dictamen sobre gastos hipotecarios,2020-07-20,Barclays limits to 1 billion the cost to the bank for the opinion on mortgage expenses
¿Qué bancos cuidan mejor de sus clientes?,2020-07-18,Which banks take better care of their customers?
"El Ibex salda la semana con un alza del 1,63% pendiente del Consejo Europeo",2020-07-17,Ibex leaves the week with an increase of 1.63% pending from the European Council
El Ibex cierra al filo del 7.500 por los avances en las vacunas contra el virus,2020-07-15,"Ibex closes at the edge of 7,500 due to advances in vaccines against the virus"
¿Qué bancos están reactivando la venta de tóxicos en España?,2020-07-15,Which banks are reactivating the sale of toxics in Spain?
La banca prueba transferencias con 'blockchain',2020-07-15,Banking tests transfers with blockchain
¿Quién controla a la gestora de mi plan de pensiones?,2020-07-13,Who controls my pension plan manager?
Sabadell e Ibercaja lideran el ránking de los peores CoCos de la banca europea,2020-07-11,Sabadell and Ibercaja lead the ranking of the worst CoCos in European banking
Ibercaja se suma a otros bancos y lanzará fondos de 'private equity',2020-07-09,Ibercaja joins other banks and will launch private equity funds
¿Cuáles son las cuatro apuestas de CaixaBank en banca española?,2020-07-08,What are CaixaBank's four bets on Spanish banking?
Las emisiones de bonos en España se disparan un 66%,2020-07-08,Bond issues in Spain skyrocket 66%
¿Qué empresas tienen más peso en el Ibex tras la pandemia?,2020-07-08,Which companies have the most weight in Ibex after the pandemic?
El Ibex activa el freno pese a la euforia en China y otras noticias a esta hora,2020-07-07,The Ibex activates the brake despite the euphoria in China and other news at this time
La banca se prepara para la venta masiva de tóxicos a finales de 2021,2020-07-07,Bank prepares for the massive sale of toxics by the end of 2021
El Ibex supera los 7.500 puntos aupado por la banca y el rally en China,2020-07-06,"Ibex tops 7,500 points boosted by banking and rally in China"
Barclays prevé que las fusiones de bancos arranquen en otoño,2020-07-04,Barclays expects bank mergers to start in autumn
Baile de banqueros para ganar cuota en el negocio de grandes fortunas,2020-07-04,Baile of bankers to earn quota in the business of big fortunes
"Los retos inmediatos de los bancos, uno a uno",2020-07-04,"The immediate challenges of banks, one by one"
El Ibex cierra plano en un estreno de semestre con muchas dudas,2020-07-01,The Ibex closes flat in a semester premiere with many doubts
El Corte Inglés firma un crédito de 960 millones a cinco años con el aval del ICO,2020-07-01,The English Court signs a credit of 960 million to five years with the endorsement of the ICO
La banca se desata en Bolsa y asegura su primera subida mensual de 2020,2020-06-30,Bank breaks loose on the Stock Exchange and ensures its first monthly rise of 2020
¿Cuánto caerá el crédito bancario a promotores tras la crisis?,2020-06-29,How much will bank credit fall to promoters after the crisis?
Helvetia cierra la compra de Caser por 800 millones,2020-06-26,Helvetia closes Caser's purchase for 800 million
"La venta de Caser alivia a CaixaBank, Bankia y Abanca frente al Covid",2020-06-24,"Caser's sale relieves CaixaBank, Bankia and Abanca from Covid"
Cómo piensa Volotea ocupar sus aviones al 80%,2020-06-19,How Volotea plans to occupy its planes at 80%
De la nube a la computación cuántica: así es la alianza tecnológica entre IBM y CaixaBank,2020-06-19,From Cloud to Quantum Computing: This is the technology alliance between IBM and CaixaBank
¿Qué han hecho con su autocartera BBVA y Bankinter?,2020-06-17,What have you done with your BBVA and Bankinter autocar?
Los empresarios piden seguridad jurídica y fiscal y fomento del empleo,2020-06-16,Employers call for legal and fiscal certainty and employment promotion
El Ibex salva los 7.200 puntos pese al lastre de los grandes valores,2020-06-15,"The Ibex saves 7,200 points despite the ballast of the great values"
"El Ibex salda su peor semana desde marzo con una caída del 7,4%",2020-06-12,Ibex makes its worst week since March with a 7.4% drop
¿Cuáles son los bancos más sensibles al coronavirus en pymes?,2020-06-11,Which banks are the most sensitive to coronavirus in SMEs?
¿Es consistente el reciente 'rally' de la banca en Bolsa?,2020-06-11,Is the recent Stock Exchange 'Rally' consistent?
¿Qué ha pasado con las carteras de fondos en el rebote bursátil?,2020-06-10,What happened to the portfolios in the stock market rebound?
La recogida de beneficios devuelve al Ibex a los 7.700 puntos,2020-06-09,"Profit collection returns to the Ibex at 7,700 points"
Así han empleado las empresas del Ibex las redes sociales en la crisis del Covid-19,2020-06-09,This is how Ibex companies have used social media in the Covid-19 crisis.
CaixaBank despunta en Bolsa con el 'indulto' de Norges Bank,2020-06-09,CaixaBank scores on the stock market with the 'indulce' of Norges Bank
La banca española mejoró su solvencia justo antes de la pandemia,2020-06-08,Spanish banking improved its solvency just before the pandemic
Los bancos llevan al Ibex al filo de los 7.900 puntos,2020-06-08,"Banks take the Ibex to the edge of the 7,900 points"
La banca copa lo peor de las rebajas de ráting en Europa: 119.000 millones en deuda degradada,2020-06-08,Banking tops the worst of rating cuts in Europe: 119 billion in degraded debt
La banca presta 700 millones a Puig en la compra de Tilbury,2020-06-06,Bank lends 700 million to Puig in the purchase of Tilbury
Ocho valores del Ibex que se disparan más del 20% en la semana,2020-06-06,Eight Ibex values that shoot more than 20% per week
El Ibex se toma un respiro en el rally tras el BCE y pese al empuje de la banca,2020-06-04,The Ibex takes a break in the rally after the ECB and despite the push of the bank
Bankia habilita un agregador financiero para empresas,2020-06-04,Bankia enables a financial aggregator for companies
Santander suma 300.000 clientes digitales en cinco meses,2020-06-04,"Santander adds 300,000 digital customers in five months"
BBVA y Bankinter se resisten a vender su negocio de depositaría,2020-06-03,BBVA and Bankinter refuse to sell their depository business
¿Cuál es el banco que se ha convertido en líder por tamaño en España?,2020-06-02,What is the bank that has become a leader by size in Spain?
¿Qué bancos aguantarán mejor la crisis?,2020-06-02,Which banks will best endure the crisis?
Acreedores de Celsa preparan una batalla legal con los Rubiralta,2020-06-02,Celsa Creditors Prepare a Legal Battle with the Rubiralta
¿Cuáles son los mejores fondos de Bolsa española?,2020-05-31,What are the best Spanish Stock Exchange funds?
Los bancos adelantan a esta semana el pago de las prestaciones por desempleo y por ERTE,2020-05-31,Banks are ahead of pay this week for unemployment benefits and for ERTE
BBVA y Santander lideran las provisiones por el Covid-19 de la banca europea,2020-05-30,BBVA and Santander lead the provisions by the Covid-19 of the European bank
¿Cuáles son los bancos españoles favoritos de Santander en Bolsa?,2020-05-30,What are Santander’s favorite Spanish banks on the Stock Exchange?
"Blackstone, Cerberus y Lone Star acaparan el ladrillo de la banca",2020-05-29,"Blackstone, Cerberus and Lone Star hoard the brick of the bench"
¿Qué bancos van a cerrar 800 oficinas?,2020-05-28,Which banks are closing 800 offices?
"La resistencia de la banca, a prueba",2020-05-27,"The resistance of the bank, to the test"
Los bancos y el impacto de la crisis económica y sanitaria,2020-05-25,Banks and the impact of the economic and health crisis
Por qué el ICO tuvo que reasignar 4.000 millones de los avales,2020-05-22,Why the ICO had to reallocate 4 billion guarantees
JPMorgan descarta que los bancos paguen dividendo con cargo a 2020,2020-05-21,JPMorgan rules out banks paying dividend from 2020
Santander lidera un crédito de 4.000 millones al Fondo de Garantía,2020-05-20,Santander leads a $4 billion loan to the Guarantee Fund
"Santander, BBVA, CaixaBank y Bankinter pagarán el dividendo de 2020, según Bank of America",2020-05-20,"Santander, BBVA, CaixaBank and Bankinter will pay the 2020 dividend, according to Bank of America"
"Azvalor, Horos y Muza, las gestoras de fondos más rentables en abril",2020-05-19,"Azvalor, Horos and Muza, the most profitable fund managers in April"
Los grupos del Ibex ahorran 8.000 millones en dividendos,2020-05-18,Ibex groups save $8 billion in dividends
"Así se complica, más, el futuro de Duro Felguera",2020-05-17,This further complicates the future of Duro Felguera
"El Ibex cae mínimos desde marzo tras perder un 4,5% en su segunda semana de recortes",2020-05-15,The Ibex falls minimal since March after losing 4.5% in its second week of cuts
¿Quiénes son los líderes en rentabilidad de la banca pese al Covid?,2020-05-14,Who are the leaders in bank profitability despite Covid?
Norges Bank vende más títulos de BBVA y confirma su paso atrás en banca española,2020-05-14,Norges Bank sells more BBVA securities and confirms its step backwards in Spanish banking
"Los Charts de Hódar: Enagás, Red Eléctrica y BBVA",2020-05-14,"The Hódar Charts: Enagás, Electric Network and BBVA"
El Ibex regresa a los 6.600 puntos por el castigo a bancos y acereras,2020-05-13,"The Ibex returns to 6,600 points for punishment to banks and steel companies"
"Bankinter, Sabadell y BBVA lideran la banca española en eficiencia",2020-05-13,"Bankinter, Sabadell and BBVA lead Spanish banking in efficiency"
¿Qué bancos salen mejor parados en Bolsa de la temporada de resultados?,2020-05-13,Which banks stand best on the Stock Exchange of the results season?
¿Qué valor acaba de superar a BBVA por capitalización en Bolsa?,2020-05-12,What value has just surpassed BBVA by stock market capitalization?
